NoOfBedrooms,NoOfBathrooms,NoOfFloors,FlatArea,LotArea,BasementArea,AreaOfTheHouseFromBasement,LivingAreaAfterRenovation,LotAreaAfterRenovation,AgeOfHouse,ConditionOfTheHouse,OverallGrade,SalePrice
4,1.0,1.0,1100.0,7110.0,220,880.0,1150.0,7110,111,Good,7,225800.0
3,1.75,1.0,2310.0,36665.0,730,1580.0,2000.0,14000,35,Fair,8,520000.0
5,3.75,1.0,3490.0,15246.0,1550,1940.0,3410.0,15682,50,Good,10,1300000.0
4,2.0,1.0,2080.0,13510.0,1040,1040.0,2010.0,11625,68,Fair,7,248000.0
4,2.5,1.0,2230.0,7200.0,1010,1220.0,1920.0,7200,61,Good,7,556000.0
5,1.75,1.0,1710.0,11900.0,640,1070.0,1030.0,10360,60,Fair,7,319950.0
4,2.75,1.0,1640.0,3000.0,640,1000.0,1150.0,4545,34,Fair,7,320000.0
3,2.5,2.0,1600.0,2788.0,0,1600.0,1720.0,3605,26,Good,7,245000.0
3,2.5,2.0,2850.0,36585.0,0,2850.0,3340.0,35671,31,Fair,10,700000.0
5,2.75,2.0,2600.0,8160.0,0,2600.0,1600.0,8160,3,Fair,8,628000.0
3,2.0,1.0,1380.0,4800.0,0,1380.0,1740.0,5640,70,Fair,7,640000.0
4,1.75,1.0,1320.0,4978.0,380,940.0,1260.0,4693,76,Good,7,420000.0
3,2.5,3.0,1420.0,1162.0,0,1420.0,1430.0,1560,16,Fair,8,349950.0
4,2.75,2.0,2420.0,8438.0,0,2420.0,2420.0,8580,22,Fair,8,307999.0
4,2.75,2.0,2600.0,6050.0,640,1960.0,1990.0,6050,69,Excellent,8,749950.0
2,1.0,1.0,840.0,3844.0,0,840.0,1040.0,3844,99,Good,6,290000.0
3,1.75,1.0,1420.0,7920.0,0,1420.0,1420.0,7920,56,Good,7,235000.0
3,1.0,1.0,1790.0,6120.0,0,1790.0,830.0,6120,81,Fair,6,225000.0
3,1.0,1.0,1790.0,6120.0,0,1790.0,830.0,6120,81,Fair,6,302100.0
2,1.0,1.0,1340.0,6380.0,450,890.0,1380.0,6380,79,Fair,7,520000.0
2,1.0,1.0,1010.0,7200.0,0,1010.0,1890.0,9248,43,Fair,7,285000.0
3,2.0,1.0,1640.0,15258.0,0,1640.0,1640.0,16345,37,Fair,8,525000.0
5,2.75,1.0,2980.0,8500.0,1440,1540.0,2310.0,8500,36,Fair,8,374900.0
3,2.0,1.0,1370.0,7200.0,240,1130.0,1300.0,7208,92,Fair,7,377500.0
3,2.25,1.5,2190.0,8775.0,0,2190.0,1910.0,8145,91,Good,8,587450.0
3,2.25,1.0,1530.0,12000.0,460,1070.0,2140.0,13636,39,Fair,7,245000.0
3,2.0,1.0,1290.0,5757.0,0,1290.0,1580.0,6798,24,Fair,7,200000.0
4,3.75,2.0,5150.0,453895.0,790,4360.0,2500.0,215186,21,Fair,10,2140000.0
3,2.5,2.0,2470.0,9226.0,0,2470.0,2820.0,11013,27,Fair,9,607000.0
1,1.25,1.5,1810.0,5070.0,580,1230.0,2280.0,5070,51,Good,8,1250000.0
4,2.5,1.0,2230.0,14694.0,1050,1180.0,1470.0,13458,37,Good,7,549950.0
3,3.0,1.0,2300.0,7701.0,0,2300.0,1570.0,8116,58,Fair,7,250000.0
3,2.5,2.0,2030.0,6970.0,0,2030.0,2000.0,6140,27,Good,8,525000.0
3,1.75,1.0,2000.0,9900.0,520,1480.0,2310.0,10200,61,Good,8,440000.0
3,2.75,1.5,3610.0,107386.0,480,3130.0,2630.0,42126,100,Fair,8,425000.0
5,2.5,2.0,3290.0,5029.0,0,3290.0,2990.0,6441,14,Fair,8,739900.0
3,2.0,1.0,1300.0,3731.0,400,900.0,1300.0,3731,25,Fair,7,315000.0
5,1.0,1.5,1880.0,3774.0,520,1360.0,1420.0,2550,101,Fair,6,340000.0
4,2.75,2.0,2170.0,9743.0,0,2170.0,1670.0,7734,23,Fair,7,366000.0
3,1.75,1.0,1680.0,7250.0,750,930.0,1340.0,7250,66,Fair,7,315000.0
3,1.5,1.0,1190.0,9135.0,0,1190.0,1520.0,9146,59,Good,7,299000.0
2,1.0,1.0,940.0,5000.0,0,940.0,1800.0,7400,68,Fair,7,350000.0
2,1.75,1.0,1010.0,1461.0,340,670.0,1500.0,2499,15,Fair,7,340000.0
3,1.75,1.0,1290.0,8580.0,0,1290.0,1840.0,8580,56,Good,7,460000.0
3,1.5,1.0,1480.0,10588.0,0,1480.0,1370.0,10588,61,Fair,7,224000.0
2,1.0,1.0,900.0,6400.0,0,900.0,1350.0,6405,78,Okay,6,140000.0
4,2.0,1.5,1400.0,7632.0,0,1400.0,1400.0,7632,88,Excellent,6,246000.0
3,2.5,2.0,2040.0,14071.0,0,2040.0,1890.0,14040,23,Fair,7,330000.0
3,1.0,1.0,1450.0,7200.0,440,1010.0,1500.0,6767,49,Fair,7,306000.0
3,1.0,1.0,1210.0,7440.0,0,1210.0,1120.0,7440,69,Fair,7,324950.0
2,1.5,1.0,1800.0,26615.0,560,1240.0,2010.0,26337,31,Excellent,7,345000.0
3,1.0,1.0,1490.0,8995.0,0,1490.0,1490.0,9000,64,Good,7,207000.0
3,1.0,1.5,1240.0,5700.0,0,1240.0,1140.0,5700,65,Excellent,6,238000.0
3,2.0,2.0,2632.0,18743.0,0,2632.0,1970.0,14171,18,Fair,10,695000.0
3,2.5,2.0,2150.0,15304.0,0,2150.0,2540.0,10507,39,Good,9,649950.0
3,2.75,1.0,1710.0,9448.0,700,1010.0,1960.0,8951,71,Fair,7,515000.0
3,2.5,2.0,1530.0,5032.0,0,1530.0,1450.0,2136,20,Fair,7,452000.0
4,2.5,2.0,1630.0,3060.0,0,1630.0,1270.0,4590,15,Fair,7,236000.0
4,3.5,2.0,4080.0,14450.0,870,3210.0,4080.0,12114,20,Fair,10,1290000.0
3,2.75,1.0,2340.0,16500.0,840,1500.0,2210.0,15251,46,Good,8,563000.0
3,1.75,1.0,1000.0,14061.0,0,1000.0,1260.0,12635,51,Good,7,410988.0
0,2.5,2.0,2290.0,8319.0,0,2290.0,2500.0,8751,33,Fair,8,339950.0
4,2.5,2.0,3180.0,13118.0,0,3180.0,3070.0,12861,32,Good,10,1200000.0
4,2.5,2.0,2170.0,19785.0,0,2170.0,2280.0,8616,26,Fair,8,340000.0
4,3.25,1.0,3020.0,13457.0,0,3020.0,2120.0,7553,62,Excellent,9,808100.0
3,1.75,1.0,1330.0,6301.0,0,1330.0,1330.0,6144,20,Fair,7,236000.0
4,1.75,1.0,1720.0,8300.0,0,1720.0,1840.0,8300,53,Good,8,330000.0
4,3.5,2.0,2540.0,5808.0,720,1820.0,1520.0,5461,108,Excellent,8,799990.0
0,2.5,2.0,1810.0,5669.0,0,1810.0,1810.0,5685,15,Fair,7,240000.0
3,1.0,1.0,1410.0,18600.0,0,1410.0,1610.0,24941,58,Excellent,7,343000.0
3,2.5,1.0,1530.0,9406.0,260,1270.0,1700.0,7682,25,Fair,7,332000.0
5,3.5,2.0,4380.0,14925.0,0,4380.0,4310.0,14633,15,Fair,10,945000.0
3,1.0,1.0,1140.0,8366.0,0,1140.0,960.0,7200,75,Excellent,6,239950.0
5,1.75,1.5,2110.0,5000.0,860,1250.0,1720.0,5000,72,Good,7,674000.0
3,1.0,1.0,1050.0,5000.0,0,1050.0,1050.0,5200,51,Good,6,200000.0
3,1.75,1.0,1600.0,7232.0,0,1600.0,1970.0,8120,52,Fair,8,453000.0
3,1.75,1.0,1430.0,8865.0,0,1430.0,1250.0,8154,68,Fair,7,330000.0
4,2.5,2.0,1996.0,4547.0,0,1996.0,2180.0,5127,9,Fair,7,285000.0
4,1.75,1.0,1530.0,8152.0,620,910.0,1310.0,8152,70,Excellent,6,338000.0
2,1.0,1.0,1000.0,6000.0,0,1000.0,1250.0,6000,67,Fair,6,264950.0
4,2.0,1.0,2530.0,10800.0,1180,1350.0,2960.0,12150,64,Excellent,8,880000.0
3,1.5,1.0,970.0,5488.0,0,970.0,1040.0,5488,42,Fair,7,209500.0
4,2.5,1.0,2400.0,9398.0,1090,1310.0,1330.0,8249,60,Good,7,380000.0
3,2.0,1.0,1830.0,12891.0,0,1830.0,2320.0,8709,24,Fair,7,336500.0
3,2.25,1.0,2130.0,8466.0,840,1290.0,2250.0,9682,35,Fair,7,360000.0
4,3.25,2.0,3330.0,33826.0,0,3330.0,2580.0,28707,94,Excellent,8,911100.0
2,1.0,1.0,560.0,7560.0,0,560.0,990.0,7560,74,Fair,6,249900.0
4,1.0,1.0,1210.0,6250.0,0,1210.0,1210.0,8291,56,Fair,7,175000.0
3,2.5,3.0,2380.0,2500.0,0,2380.0,2270.0,5000,30,Fair,9,549950.0
3,1.75,1.0,1370.0,10866.0,0,1370.0,1580.0,14250,73,Good,6,225000.0
3,1.75,1.0,1370.0,10866.0,0,1370.0,1580.0,14250,73,Good,6,270000.0
3,2.25,2.0,1740.0,11040.0,0,1740.0,1720.0,11778,38,Fair,8,400000.0
2,1.0,1.0,790.0,5240.0,0,790.0,1430.0,5320,93,Good,6,299800.0
3,2.5,2.0,2480.0,8676.0,0,2480.0,2540.0,9496,29,Good,8,555000.0
3,2.5,2.0,1920.0,9180.0,0,1920.0,1930.0,7252,30,Fair,8,230000.0
4,2.5,2.0,2750.0,6259.0,0,2750.0,2810.0,6824,16,Fair,9,360000.0
2,1.0,1.0,880.0,3200.0,0,880.0,1880.0,6000,108,Fair,7,415000.0
4,1.75,1.0,2160.0,8000.0,500,1660.0,2350.0,8200,42,Good,9,355000.0
4,2.5,2.0,2570.0,27972.0,0,2570.0,2500.0,29761,21,Fair,8,635000.0
5,2.75,1.0,2130.0,5000.0,1030,1100.0,1340.0,6837,40,Excellent,7,353000.0
7,4.0,1.0,3150.0,34830.0,0,3150.0,2390.0,12054,61,Fair,9,999000.0
3,1.5,1.0,1780.0,10196.0,510,1270.0,1320.0,7875,51,Good,7,265000.0
4,1.75,1.0,1910.0,8250.0,0,1910.0,1500.0,8250,59,Good,7,250000.0
2,1.0,1.0,1170.0,7142.0,0,1170.0,1170.0,7615,67,Fair,7,225000.0
2,1.0,1.0,900.0,5000.0,0,900.0,1280.0,5000,74,Fair,7,553000.0
5,2.5,1.0,2650.0,11455.0,1250,1400.0,1960.0,9880,57,Fair,7,565000.0
2,1.0,1.0,1170.0,5150.0,190,980.0,1660.0,5150,111,Fair,6,312000.0
3,2.5,2.0,2630.0,185130.0,0,2630.0,2630.0,210394,27,Fair,9,475000.0
4,2.75,1.0,2150.0,9163.0,810,1340.0,2260.0,7750,26,Fair,8,320000.0
3,2.0,1.0,1430.0,9583.0,0,1430.0,1890.0,11100,54,Good,7,453000.0
3,1.0,1.0,960.0,6180.0,0,960.0,1250.0,4120,108,Good,6,320000.0
4,2.75,1.0,2640.0,8400.0,1200,1440.0,2610.0,6000,71,Fair,8,610000.0
3,1.5,1.0,1490.0,9630.0,0,1490.0,1960.0,10469,59,Good,8,385000.0
3,1.75,1.0,1210.0,8075.0,0,1210.0,1310.0,8025,35,Good,6,215000.0
4,1.5,1.5,1860.0,5040.0,0,1860.0,1680.0,5800,98,Excellent,8,215000.0
3,2.5,2.0,1980.0,4274.0,0,1980.0,2000.0,4394,15,Fair,7,415000.0
1,1.0,1.0,900.0,6380.0,0,900.0,1830.0,6380,71,Fair,6,350000.0
1,1.0,1.0,900.0,6380.0,0,900.0,1830.0,6380,71,Fair,6,395000.0
2,1.75,1.0,1490.0,9874.0,0,1490.0,2280.0,9869,55,Good,7,898000.0
3,2.5,2.0,2980.0,7338.0,0,2980.0,3010.0,5267,12,Fair,8,480000.0
3,2.5,3.0,2660.0,1973.0,790,1870.0,1640.0,1369,11,Fair,9,1240000.0
4,2.5,2.0,2790.0,230868.0,0,2790.0,1590.0,217800,29,Fair,8,599000.0
4,3.0,2.0,2800.0,9127.0,0,2800.0,2780.0,8165,19,Fair,9,770000.0
3,2.25,2.0,1590.0,8520.0,0,1590.0,2470.0,12005,38,Good,8,1210000.0
4,2.25,1.0,3240.0,11131.0,1160,2080.0,2300.0,12150,65,Good,9,1590000.0
3,2.0,1.0,2130.0,35169.0,0,2130.0,2860.0,43560,29,Good,8,880000.0
3,2.0,1.0,1510.0,7884.0,0,1510.0,1050.0,7620,76,Fair,6,332000.0
3,1.75,1.0,1750.0,7200.0,0,1750.0,1810.0,7590,52,Fair,7,445000.0
4,2.75,2.0,4010.0,87555.0,0,4010.0,2451.0,209523,14,Fair,10,849000.0
4,1.5,1.5,1650.0,2970.0,0,1650.0,1670.0,2970,115,Fair,7,752000.0
9,7.5,2.0,4050.0,6504.0,0,4050.0,1448.0,3866,22,Fair,7,450000.0
3,1.0,1.0,1320.0,5500.0,0,1320.0,1480.0,5250,63,Fair,7,420000.0
4,2.5,2.0,2310.0,6320.0,0,2310.0,1850.0,6181,21,Fair,8,330000.0
3,1.75,1.0,1440.0,9065.0,0,1440.0,1990.0,8812,46,Good,8,409000.0
5,1.75,1.0,2330.0,14322.0,1150,1180.0,1690.0,10010,50,Good,7,350000.0
4,2.5,1.0,2430.0,44001.0,0,2430.0,2200.0,46924,24,Fair,8,570000.0
3,1.0,1.0,1390.0,8333.0,0,1390.0,1320.0,7090,36,Fair,7,315000.0
2,1.0,1.0,1150.0,15000.0,90,1060.0,1350.0,15000,88,Fair,6,224000.0
4,1.75,1.0,2120.0,9706.0,750,1370.0,1730.0,11337,53,Fair,7,293550.0
4,2.75,1.5,2300.0,3175.0,960,1340.0,1260.0,3175,52,Fair,6,350000.0
4,2.5,2.0,3320.0,9380.0,0,3320.0,2870.0,11779,30,Fair,10,1110000.0
4,2.5,2.0,2400.0,7092.0,0,2400.0,2350.0,8310,21,Fair,7,442500.0
3,2.5,1.0,3580.0,118047.0,340,3240.0,3240.0,123275,26,Fair,9,616500.0
3,2.5,1.0,2100.0,9040.0,400,1700.0,2430.0,8809,29,Fair,8,506400.0
3,2.25,2.0,1550.0,4411.0,0,1550.0,1620.0,4621,17,Fair,7,324000.0
3,1.5,1.5,1570.0,6450.0,0,1570.0,1400.0,6450,87,Good,6,169000.0
3,2.0,1.0,1480.0,5000.0,730,750.0,1250.0,4000,90,Good,7,595000.0
3,2.5,2.0,2720.0,6014.0,0,2720.0,2760.0,6537,16,Fair,7,299900.0
3,2.25,1.0,2270.0,8876.0,890,1380.0,2150.0,7455,41,Fair,7,332000.0
4,1.75,1.0,2410.0,8400.0,810,1600.0,1850.0,8400,40,Fair,7,432000.0
4,2.75,1.0,2730.0,9112.0,990,1740.0,3050.0,10454,22,Fair,9,510000.0
3,2.5,2.0,1540.0,7739.0,0,1540.0,1720.0,7200,32,Good,7,270000.0
5,2.5,2.0,3120.0,15593.0,0,3120.0,3390.0,17003,32,Fair,10,750000.0
2,1.5,1.0,1480.0,3120.0,550,930.0,1000.0,3780,104,Fair,7,509250.0
3,1.0,1.0,860.0,5200.0,0,860.0,1010.0,5200,49,Excellent,6,189000.0
4,2.5,2.0,2180.0,3893.0,0,2180.0,1710.0,4550,19,Fair,8,726500.0
3,2.0,1.5,1300.0,11374.0,0,1300.0,1480.0,9670,85,Excellent,7,287000.0
4,3.5,2.0,3420.0,49223.0,0,3420.0,3580.0,49223,14,Fair,9,679000.0
3,2.25,1.0,2130.0,8721.0,560,1570.0,2130.0,9477,31,Fair,8,316000.0
4,2.5,2.0,2300.0,22445.0,0,2300.0,2640.0,21886,26,Good,8,498000.0
4,1.75,1.0,2560.0,8270.0,1080,1480.0,2320.0,8450,39,Fair,7,448000.0
2,1.0,1.0,1040.0,5527.0,0,1040.0,2080.0,7020,67,Fair,7,535000.0
4,3.0,2.0,3080.0,9601.0,0,3080.0,3200.0,9375,28,Fair,10,560000.0
4,2.25,1.0,2670.0,14255.0,1060,1610.0,2470.0,10290,43,Good,8,437850.0
4,2.75,2.0,3270.0,50994.0,550,2720.0,2780.0,36036,35,Good,8,435000.0
4,2.5,2.0,2610.0,8031.0,0,2610.0,2320.0,8031,20,Fair,8,510000.0
3,2.5,2.0,2460.0,54885.0,0,2460.0,2770.0,21407,38,Good,8,520000.0
2,1.5,2.0,1930.0,3521.0,0,1930.0,1840.0,3576,29,Fair,8,509000.0
3,1.0,1.0,1220.0,5652.0,0,1220.0,1490.0,2467,113,Fair,6,575000.0
4,2.5,1.0,2030.0,7210.0,700,1330.0,1980.0,7560,49,Excellent,7,365000.0
3,2.0,1.0,2420.0,17859.0,920,1500.0,2955.0,17859,39,Excellent,9,795000.0
3,2.5,2.0,1870.0,4060.0,0,1870.0,2190.0,4060,13,Fair,7,285000.0
3,2.25,2.0,3020.0,43560.0,300,2720.0,3910.0,43560,49,Fair,10,955000.0
4,2.5,2.0,2880.0,8400.0,830,2050.0,2880.0,7440,63,Fair,8,775000.0
4,3.0,2.0,1810.0,5012.0,0,1810.0,1670.0,5161,21,Good,7,400000.0
4,2.5,2.0,2590.0,8483.0,0,2590.0,2660.0,8717,27,Fair,9,570000.0
5,3.25,2.0,3830.0,6507.0,0,3830.0,3950.0,6723,4,Fair,9,955990.0
3,2.25,1.0,3250.0,34848.0,990,2260.0,2770.0,21512,12,Fair,10,1150000.0
4,2.0,1.0,2760.0,21465.0,640,2120.0,2550.0,13144,39,Good,9,459950.0
2,1.75,1.0,1220.0,8382.0,0,1220.0,1100.0,8382,76,Fair,6,245000.0
3,1.5,3.0,1280.0,974.0,0,1280.0,1420.0,1422,15,Fair,7,281000.0
3,0.75,1.0,770.0,7000.0,0,770.0,950.0,10500,76,Fair,4,205000.0
3,1.75,1.0,1520.0,15090.0,0,1520.0,1580.0,18618,50,Good,7,290000.0
4,2.5,1.0,2080.0,11176.0,0,2080.0,1390.0,7928,64,Excellent,8,635000.0
1,1.0,1.0,570.0,6000.0,0,570.0,1530.0,6000,100,Okay,5,310000.0
4,2.0,1.0,1500.0,3659.0,670,830.0,1560.0,3706,112,Fair,7,470000.0
2,2.5,2.0,2510.0,14878.0,0,2510.0,3080.0,13594,28,Fair,10,600000.0
4,2.0,1.0,1980.0,10051.0,0,1980.0,1520.0,10125,49,Fair,7,279000.0
3,3.5,2.0,2500.0,4270.0,0,2500.0,2420.0,4205,18,Fair,8,538500.0
4,2.5,2.0,2720.0,10006.0,0,2720.0,2720.0,10759,29,Fair,9,594950.0
2,1.0,1.0,910.0,295772.0,0,910.0,2050.0,48351,65,Fair,5,533050.0
3,1.75,1.0,1480.0,7040.0,0,1480.0,2040.0,7810,44,Fair,7,510000.0
4,2.25,1.0,2470.0,8686.0,1200,1270.0,1900.0,7350,44,Good,7,360000.0
2,1.0,1.0,1650.0,5106.0,560,1090.0,1300.0,6947,58,Fair,7,435000.0
3,1.75,1.0,1700.0,6500.0,0,1700.0,1880.0,6000,51,Fair,8,559000.0
2,1.5,1.5,1995.0,115670.0,0,1995.0,2142.0,29375,27,Good,8,645000.0
2,1.0,1.0,1280.0,9690.0,640,640.0,1630.0,15884,99,Good,6,340000.0
4,2.5,2.0,2980.0,10459.0,0,2980.0,2920.0,7700,17,Fair,9,565000.0
3,1.75,1.0,1730.0,6130.0,250,1480.0,1730.0,6131,77,Fair,7,575700.0
3,3.25,2.0,2420.0,1923.0,580,1840.0,1840.0,2890,12,Fair,10,1010000.0
3,2.0,1.0,2800.0,185130.0,480,2320.0,2200.0,72055,22,Fair,8,540500.0
5,4.0,1.0,1400.0,8580.0,500,900.0,1220.0,8832,64,Excellent,7,265000.0
4,2.0,1.0,2070.0,7830.0,890,1180.0,2390.0,7830,77,Excellent,7,699950.0
1,1.75,1.0,750.0,20339.0,200,550.0,2020.0,23958,72,Good,4,355000.0
3,1.5,1.0,1460.0,11407.0,0,1460.0,1470.0,11407,64,Fair,7,381000.0
5,2.25,1.0,2140.0,8700.0,920,1220.0,1720.0,6670,56,Fair,8,564000.0
2,1.0,1.0,740.0,6250.0,0,740.0,980.0,6957,76,Fair,6,114975.0
1,0.75,1.0,410.0,8636.0,0,410.0,1190.0,8636,65,Okay,4,325000.0
2,1.0,1.0,1570.0,125452.0,0,1570.0,1660.0,46119,65,Good,7,299990.0
5,2.75,2.0,2860.0,5280.0,0,2860.0,3150.0,6442,12,Fair,9,751000.0
3,2.25,2.0,1400.0,6970.0,0,1400.0,1800.0,8140,34,Fair,8,425000.0
3,1.75,1.0,2700.0,5040.0,1140,1560.0,3010.0,5000,71,Fair,8,665000.0
5,4.0,2.0,4460.0,269345.0,1130,3330.0,2670.0,115434,22,Fair,9,833450.0
7,1.5,1.5,2670.0,11250.0,350,2320.0,2030.0,9000,70,Good,8,575000.0
3,1.75,1.0,1520.0,9600.0,0,1520.0,1590.0,10183,51,Good,7,190000.0
3,1.75,1.0,1520.0,9600.0,0,1520.0,1590.0,10183,51,Good,7,314950.0
2,2.0,1.0,1660.0,5200.0,540,1120.0,1260.0,5160,112,Excellent,7,601150.0
2,1.0,1.0,860.0,8308.0,0,860.0,1200.0,8308,70,Fair,7,315000.0
2,1.5,1.0,2340.0,13380.0,1060,1280.0,1490.0,8100,64,Good,7,545000.0
4,2.25,2.0,2110.0,10698.0,0,2110.0,2220.0,8252,39,Good,8,565000.0
3,1.0,1.0,1010.0,7034.0,0,1010.0,1440.0,10994,64,Fair,7,175000.0
3,2.0,2.5,2330.0,26571.0,0,2330.0,2030.0,20037,31,Fair,8,530000.0
4,3.0,2.0,6430.0,27517.0,0,6430.0,3720.0,14592,17,Fair,10,4490000.0
3,1.75,1.0,1610.0,7900.0,300,1310.0,2210.0,7700,58,Good,8,430000.0
3,1.75,1.0,1460.0,8372.0,0,1460.0,1220.0,7803,37,Good,7,225000.0
5,4.0,2.0,2900.0,9779.0,950,1950.0,1360.0,8000,81,Good,7,312000.0
3,1.0,1.0,1260.0,7980.0,0,1260.0,1760.0,7606,67,Fair,7,380000.0
2,1.0,1.0,1210.0,10000.0,0,1210.0,1620.0,10959,65,Fair,7,222200.0
5,3.5,2.0,3420.0,8000.0,0,3420.0,1900.0,8000,12,Fair,10,1440000.0
4,2.5,2.0,2120.0,4558.0,0,2120.0,2370.0,5506,16,Fair,7,329950.0
3,2.5,1.0,2460.0,10300.0,0,2460.0,2410.0,5250,26,Fair,10,995000.0
3,3.5,2.0,3790.0,10829.0,0,3790.0,3620.0,10989,25,Fair,10,929950.0
4,2.5,1.0,2350.0,9779.0,0,2350.0,2700.0,10441,31,Fair,10,692000.0
2,1.0,1.0,620.0,2475.0,0,620.0,1290.0,2475,107,Excellent,6,402000.0
3,1.75,1.0,1920.0,43560.0,580,1340.0,2540.0,58806,56,Good,7,510000.0
3,1.0,1.0,1050.0,8498.0,0,1050.0,1050.0,8498,59,Good,7,249000.0
3,1.5,1.0,1360.0,9980.0,0,1360.0,1360.0,9750,52,Good,7,244900.0
3,1.0,1.0,1180.0,7068.0,0,1180.0,1180.0,7068,74,Fair,6,289900.0
4,1.0,1.0,1560.0,7980.0,390,1170.0,1570.0,7980,79,Good,7,552500.0
4,2.5,2.0,3300.0,165528.0,0,3300.0,3030.0,144696,34,Fair,8,760000.0
2,2.75,2.0,1100.0,1088.0,350,750.0,2090.0,4125,12,Fair,7,440000.0
3,1.75,1.0,1770.0,9000.0,680,1090.0,1520.0,21141,64,Fair,7,286000.0
3,1.0,1.0,1200.0,4592.0,400,800.0,940.0,4440,68,Fair,6,260000.0
2,2.25,2.0,1330.0,10838.0,0,1330.0,1390.0,10310,33,Fair,8,355000.0
3,1.75,1.0,1570.0,12506.0,0,1570.0,2120.0,13243,59,Good,8,318000.0
2,1.0,1.0,1610.0,19965.0,0,1610.0,2100.0,28400,66,Fair,7,255000.0
3,1.0,1.0,1100.0,17334.0,0,1100.0,1530.0,18694,40,Fair,7,139000.0
4,2.25,2.0,1810.0,7068.0,0,1810.0,1460.0,7274,42,Excellent,7,485000.0
3,1.75,2.0,2930.0,266587.0,490,2440.0,2700.0,438213,23,Fair,8,549950.0
3,1.5,1.5,1780.0,4200.0,0,1780.0,1380.0,3333,102,Good,8,588000.0
3,2.5,1.5,3050.0,7410.0,1100,1950.0,1890.0,5814,68,Excellent,8,975000.0
3,2.0,2.0,1540.0,1827.0,0,1540.0,1540.0,1827,13,Fair,8,402000.0
3,1.0,1.0,1380.0,9875.0,0,1380.0,1200.0,6250,59,Fair,7,245000.0
3,1.75,1.5,1890.0,32340.0,0,1890.0,1890.0,40180,42,Fair,8,445000.0
3,1.75,1.0,1570.0,8459.0,0,1570.0,1650.0,8844,27,Fair,7,195000.0
5,2.0,1.0,2540.0,11750.0,1060,1480.0,2000.0,12000,56,Fair,7,385000.0
3,1.5,1.0,1520.0,7903.0,520,1000.0,1520.0,9830,63,Good,7,450000.0
4,2.5,2.0,2780.0,6837.0,0,2780.0,1160.0,6837,14,Fair,9,1090000.0
2,1.0,2.0,1730.0,6375.0,0,1730.0,1180.0,6250,73,Good,6,396675.0
5,2.25,1.0,2340.0,7494.0,1170,1170.0,1650.0,10125,67,Fair,7,242000.0
3,1.75,1.0,1300.0,12378.0,0,1300.0,1300.0,11596,75,Good,6,380000.0
2,1.0,2.0,1420.0,4635.0,0,1420.0,1810.0,4635,77,Good,7,496000.0
3,2.5,2.0,1470.0,4488.0,0,1470.0,1400.0,4441,38,Excellent,7,399950.0
4,2.5,2.0,2850.0,8526.0,0,2850.0,2440.0,7072,20,Fair,9,895000.0
3,2.0,2.0,2360.0,6149.0,800,1560.0,2000.0,6149,92,Fair,8,690000.0
3,1.5,2.0,1610.0,8375.0,0,1610.0,1610.0,9107,91,Fair,7,270000.0
3,2.0,1.0,2420.0,38781.0,1210,1210.0,2650.0,88426,69,Excellent,7,349900.0
3,2.5,2.0,1470.0,1741.0,300,1170.0,1470.0,1583,14,Fair,8,454280.0
3,2.5,1.0,1410.0,26375.0,0,1410.0,1410.0,12474,26,Fair,6,390000.0
3,1.75,1.0,1840.0,14005.0,0,1840.0,2170.0,7992,35,Fair,8,275000.0
4,2.5,2.0,2450.0,8932.0,0,2450.0,2410.0,8775,28,Fair,8,300000.0
3,1.75,1.0,1500.0,6000.0,650,850.0,1700.0,6000,78,Excellent,7,700000.0
3,1.75,1.0,2080.0,6609.0,800,1280.0,1680.0,6270,68,Fair,7,520000.0
3,2.5,2.0,2770.0,39529.0,0,2770.0,3010.0,35435,31,Fair,9,715000.0
3,2.5,2.0,2370.0,4324.0,0,2370.0,2370.0,4348,12,Fair,8,404000.0
3,2.0,2.0,3000.0,21883.0,1030,1970.0,2280.0,14025,20,Fair,7,490500.0
6,2.75,2.0,4430.0,6440.0,1750,2680.0,3530.0,7314,54,Fair,10,1490000.0
4,1.75,1.0,1550.0,6000.0,0,1550.0,1550.0,6000,74,Excellent,7,557800.0
4,2.25,1.0,2290.0,9900.0,740,1550.0,2320.0,9900,59,Good,8,571000.0
4,2.5,2.0,2560.0,4020.0,0,2560.0,3010.0,4916,12,Fair,9,410000.0
3,1.5,1.0,1240.0,5506.0,0,1240.0,1670.0,5589,47,Good,7,225000.0
4,2.5,2.0,2590.0,4498.0,0,2590.0,2660.0,5238,14,Fair,9,700000.0
3,1.0,1.5,1370.0,3500.0,0,1370.0,1590.0,4500,113,Fair,7,500000.0
2,2.0,1.0,1360.0,1860.0,680,680.0,1440.0,5000,93,Good,7,536500.0
3,2.5,1.0,2060.0,25046.0,460,1600.0,2050.0,21255,38,Good,8,330000.0
3,1.75,1.0,1120.0,15210.0,0,1120.0,1710.0,8470,42,Excellent,7,249950.0
4,1.75,1.5,1630.0,8410.0,0,1630.0,1390.0,8410,75,Excellent,7,249000.0
3,1.75,1.5,1590.0,7535.0,0,1590.0,1110.0,6000,109,Excellent,6,249000.0
4,1.75,1.0,2480.0,9195.0,1090,1390.0,2440.0,9195,68,Fair,7,780000.0
4,2.5,2.0,2700.0,4275.0,0,2700.0,1810.0,4500,14,Fair,9,1200000.0
